nomor_job,nomor_invoice,tanggal_job,nomor_chassis,kode_sup,customer_code,harga_total,harga_pajak,posisi_km,tanggal_close,keterangan
250421901928,250422900849,2025-12-11,MHKV5EB1JMK006245,*INTERNAL,,804900,0,175781,2025-12-12,                Unit Storing  | - Ganti oli mesin+filter oli  | - Lampu senja+kota mati (Cek elektrikal)  | - Tarikan gas kurang bertenaga+ bunyi kretek2 kalau digas saat jalan  | - Dibawah setir ada yg bocor sehingga udara panas mesin masuk ke kaki kiri supir  | - Cek sapuan wiper kurang bersih  | - Penutup ba
250421901924,,2025-12-11,MHKA6GK6JSJ083207,AUT2SUBBSR,,0,0,5359,,                bu winarsih: 0811 1909 8822
250521000268,250522000227,2025-12-12,MHKV3BA3JRK066162,ADHSMESSSM,INBISCO,834936,91843,32591,2026-01-07,INBISCO INBISCO  | BERKALA 30.000 KM  | ( LAST SR KM 19.724 TGL 28/05/25 )
250121004390,250122004176,2025-12-12,MHKB3BA1JPK095150,ASPMBKSBCS,TIKIJNEEKA,590269,64930,47024,2026-01-09,"TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km 37 359 tgl 14/8/25  |   | Mohon dibuatkan estimasi, tidak menggunakan chamber clean, additif, brake  | cleaner,engine flush, chemical"
250121004403,250122004174,2025-12-12,MHKB3BA1JRK096495,ASPMBKSBCS,TIKIJNEEKA,682179,75040,40618,2026-01-09,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km 25014 tgl 8/825  |   | mohon dibuatkan estimasi 
250121004404,250122004175,2025-12-12,MHKB3BA1JRK096556,ASPMBKSBCS,TIKIJNEEKA,674972,74247,33087,2026-01-09,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km 21945 tgl 3/7/25  |   | mohon dibuatkan estimasi 
250121004405,250122004177,2025-12-12,MHKB3BA1JRK096559,ASPMBKSBCS,TIKIJNEEKA,1214356,133578,37942,2026-01-09,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km 29077 tgl 19/8/25  |   | mohon dibuatkan estimasi  |   | servis di percepat agar tdk terlewat 
250121004406,250122004149,2025-12-12,MHKB3BA1JRK101333,ASPMBKSBCS,TIKIJNEEKA,663193,72951,35897,2026-01-07,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km  26472 tgl 25/8/25  |   | mohon dibuatkan estimasi   | 
250121004407,250122004173,2025-12-12,MHKB3BA1JRK100889,ASPMBKSBCS,TIKIJNEEKA,583062,64137,31236,2026-01-09,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km 20525 tgl 18/8/25  |   | mohon dibuatkan estimasi 
250421901869,250422000860,2025-12-12,MHKAA1BY7PK022785,BSBAJKTPKT,,2368000,260480,93828,2026-01-07," PAK ADITYA  0857 8453 0816  | GANTI BAN LUAR 4 PCS  | - GT RADIAL 185/65 R15 CHAMPIRO ECOTEC  | - BAN DEPAN RH LH & BELAKANG RH LH  | - KONDISI BAN TIPIS & RETAK RETAK  | - HARGA =  Rp 657.120,- X4"
250121901399,250122901438,2025-12-12,JT7X2RB80L7020119,*INTERNAL,,2208487,0,74188,2025-12-16,Stock For Rent - Service berkala   | - Ch accu  | - Bersihkan throttle body  | - Ch filter udara & ac  | - Ch busi   | - Ch coolant radiator & brake fluid  | - Ch discbrake RR RH tdk rata   | - Ban RR all sdkt mkn luar (T)  | - Service rem all  | - Balancing all roda  | - Ch tekanan ban all  | - Ch status uji emisi  | 
250121901404,250122901439,2025-12-12,MHCPHR54CRJ542216,*INTERNAL,JAKARTAINT,1056902,0,9998,2025-12-18,JAKARTAINT - Cek accu tidak kuat starter  |  (stooring JICT) 
250621900259,,2025-12-12,MHKV3BA3JNK061937,ADHSPNKIMB,,0,0,45379,, YONGKI ( 0822 5378 1147 )  | GANTI OLI MESIN + FILTER OLI   | ( LAST SERVICE : 60.000KM : 36.465 /DD : 08/09/205)  | KELUHAN : PEDAL KOPLING BUNYI2
250421901929,250422900850,2025-12-12,MHKB3BA1JRK099641,*INTERNAL,,2,0,33885,2025-12-13,                               - General cek up (selesai claim asuransi)  | - Cek elektrikal  | - Stampel ban all
250421901931,,2025-12-12,MHKAA1BY1SK073952,AUT2SUBJSR,,0,0,7688,,                pak okta: 0822 2894 7007
250421901932,250422900851,2025-12-12,MHFJB8EM7R1136565,*INTERNAL,,1,0,39761,2025-12-12,                Unit Storing  | - Pasang cover+nopol depan  | 
250421901933,250422900852,2025-12-12,MHKV5EB1JMK006245,*INTERNAL,,715157,0,175782,2025-12-13,                Unit Storing  | - Cek mobil tidak kuat stater   | - Cek sapuan wiper belakang kurang bersih  | 
250421901930,260422900001,2025-12-12,MHKV3BA3JLK057228,*INTERNAL,,741905,0,141234,2025-12-20,                - Cek AC tidak dingin (panas)  | 
250421901934,250422900853,2025-12-13,MHFJW8EM7L2379119,*INTERNAL,,1,0,50396,2025-12-13,                - Lepas GPS
250421901935,,2025-12-13,MHKAA1BY5SK074067,AUT2SUBJSR,,0,0,9283,,                pak riffan: 0821 4091 3132
250421901936,250422900854,2025-12-13,MHKM5EA3JLK167930,*INTERNAL,,150753,0,149569,2025-12-18,                - General cek up (selesai replace)  | - Cek elektrikal
250421901937,250422900855,2025-12-13,MHKM5FA4JMK073866,*INTERNAL,,450004,0,95019,2025-12-15,                               - General cek up (selesai replace)  | - Cek AC  | - Cek elektrikal  | - Pasang cover jok frt rh/lh+tengah rh/lh  |   | 
250421901942,,2025-12-13,MHKAB1BY8PK048776,AUT2SUBJSR,,0,0,49433,,                pak junaidy: 085815962634  | last km: 39.769 tgl: 30-07-2025
250421901938,,2025-12-13,MHKAA1BY5SK074103,AUT2SUBBSR,,0,0,8549,,                pak eko: 0812 3147 409
250121004253,250122004271,2025-12-15,MHKS6GJ3JRJ049373,OTKPJKTDMT,,160000,17600,59699,2026-01-13,"Stock For Rent STOCK UNIT  | SPOORING  | - BAN MAKAN SEBELAH  | - HARGA = Rp 174.400,- inc ppn  | ( HC BELUM PERNAH SPOORING )"
250121004379,250122004231,2025-12-15,MHKB3BA1JPK092622,ASPMBKSBCS,TIKIJNEEKA,660603,72667,47157,2026-01-09,"TIKIJNEEKA DIKIN   +62 813 8606 9716  | SR 50.000 KM  | ( LAST SR KM 35.926 TGL 13/06/25 )  |   | - Mohon dibuatkan estimasi, tidak menggunakan chamber clean, additif , brake cleaner,engine flush, chemical"
250121004391,250122004178,2025-12-15,MHKB3BA1JPK095148,ASPMBKSBCS,TIKIJNEEKA,615153,67667,47919,2026-01-09,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | Last servis km 38.949 tgl 5/8/25  |   | mohon dibuatkan estimasi  |   | servis di lebih cepat agar tdk terlewat 
250621900258,,2025-12-15,MHKV3BA3JNK061825,*OTHERS,,0,0,55341,, FEDRIAN ( 0823 5132 8952 ) - GANTI OLI MESIN + FILTER OLI ( LAST SERVICE : 60.000KM : 45.991 /DD: 05/08/2025) KELUHAN : KARET WIPER SUDAH AUS ( PENGHAPUSAN TIDAK MAXIMAL )
250421901801,250422000868,2025-12-15,MHCNMR81LPJ119339,BPRMSUBRJS,,2080000,228800,189440,2026-01-21," PAK CALVIN 0851 5645 8740 GANTI BAN LUAR 1 PCS - POSISI BAN DEPAN LH - GT 750 R16 SUPER 88N KELIHATAN BENANG - HARGA BAN =    Rp 1.696.524,- - SPOORING    =    Rp    333.000,- - BAN DALAM =    Rp    226.662,- - FLAP/MARSET = Rp      52.614,-"
250421901939,,2025-12-15,MHKP3FA1JPK049104,AMIMSUBRKR,,0,0,70734,,"                pak hendrik: 0881 9580 271  | last km: 59.038 tgl: 09-09-2025  | Note: Mohon di buatkan estimasi jika ada pergantian part di luar ganti oli,tidak  |  ada penambahan additive DCS,seperti Engine conditioner/Engine flush & brake  | cleaner"
250421901940,,2025-12-15,MHKAA1BY9SK070457,AUT2SUBBSR,,0,0,31151,,                kusdianto: 0856 4913 2161  | last km: 20.261 tgl: 24-09-2025
250421901941,,2025-12-15,MHKM5EA3JLK169022,AUT2PSRAYN,,0,0,201314,,                pak chusnul: 0857 3034 0800  | - Ganti oli mesin+filter oli ( last km : 201.314 tgl: 08-09-2025)  | - cek sapuan wiper depan kurang bersih  | Note: mohon di buatkan estimasi terlebih dahulu
250421901943,250422900856,2025-12-15,MHFHB3FS6K0035995,*INTERNAL,,443454,0,94865,2025-12-16,                - Ganti oli mesin+filter oli  | - Cek AC  | - Cek engine  | - Cek elektikal
250421901944,,2025-12-15,MHKAB1BY0RK098574,BPRMSUBJSR,,0,0,65546,,"                bu ana: 0821 4013 2159  | - Ganti ban luar 2pcs depan RH+LH  | GT Champiro ecotec 195/60R16  | kondisi ban gompal2  | harga Rp: 798.000,- X2  | mbak hartik"
250421901948,250422900857,2025-12-15,MK2NCLHARLJ000871,*INTERNAL,,1,0,94667,2025-12-16,                - Gesek no rangka+no mesin  | 
250421901949,250422900858,2025-12-15,MHKP3FA1JPK049104,*INTERNAL,,600441,0,70758,2025-12-17,                - General cek up (persiapan keur)  | - Cek mobil tidak kuat stater  | - Stampel ban all  | - Cek AC  | - Cek engine  | - Cek elektrikal
250421901950,250422900859,2025-12-15,MHKA6GJ6JSJ199867,*INTERNAL,,630631,0,35971,2025-12-16,                Unit Storing  | - Cek mobil tidak kuat stater  | - Cek elektrikal  | 
250421901951,,2025-12-15,MHKV3BA3JPK064347,ADHSKDRSKH,,0,0,110274,,                pak rico: 081336638464               CAPEM MADIUN  | - Ganti oli mesin+filter oli  | - cek sapuan  wiper kurang bersih  | - Cek filter AC  | - Cek pintu depan LH bunyi  | Note: mohon di buatkan estimasi terlebih dahulu 
250421901954,,2025-12-15,MHKV3BA3JMK058077,ADHSSUBSDR,,0,0,164621,,                pak lukas: 0878 5480 4851  | - Cek AC kurang dingin  | Note: lanjutan dari spk no 1895
250421901945,,2025-12-15,MHFAAAAA3R0031730,AUT2MLGSTY,,0,0,41845,,                pak ibnu: 08113648980  | last km: 32.592 tgl: 30-06-2025
250421901946,,2025-12-15,MHFAAAAA3R0031730,BPRMMLGSPS,,0,0,41846,,"                pak ibnu: 08113648980  | - Ganti ban luar 2pcs depan RH+LH  | 205/65R16 GT champiro lux  | kondisi ban gompal2  | harga Rp: 795.200,- X2  | novi"
250421901947,,2025-12-15,MHFHB3FS6K0035995,AUT2SUBBSR,,0,0,94866,,                temuan team  workshop  | - Ganti oli matic
250421901952,,2025-12-15,MHKP3FA1JPK049104,BMMSSUBPCL,,0,0,70759,,"                temuan workshop  | - Spooring ( ban makan dalam)  | harga Rp: 200.000,-"
250121004284,250122004270,2025-12-16,MRHRS3840RP490891,HNDAJKTPSM,SKKMIGASBU,1189400,130834,38506,2026-01-13,"SKKMIGASBU PAK BUDI +62 877 7456 0103  | SR 40.000 KM  | ( Last servis km 28.690 tgl 14/08/25 )  |   | - Mohon dibuatkan estimasi, tidak menggunakan chamber clean,  | additif, brake  cleaner,engine flush, chemical"
250121004288,250122004272,2025-12-16,MHKV3BA3JMK058313,OTKPJKTDMT,INBISCO,160000,17600,132078,2026-01-13,"INBISCO BIMA +62 812 3887 1608  | SPOORING  | - BAN MAKAN LUAR  | - HARGA = Rp 174.400,- inc ppn  | ( HC LAST SPOORING KM  92.236 TGL 19/02/24 )"
250121004388,250122004276,2025-12-16,MHKB3BA1JPK095017,ASPMBKSBCS,TIKIJNEEKA,741096,81521,64787,2026-01-13,"TIKIJNEEKA DIKIN +62 813-8606-9716  | SR 60.000 KM  | ( Last servis km 56.181 tgl 14/08/25 )  |   | Mohon dibuatkan estimasi, tidak menggunakan chamber clean, additif, brake  | cleaner,engine flush, chemical"
250121004401,250122004275,2025-12-16,MHKB3BA1JRK096538,ASPMBKSBCS,TIKIJNEEKA,1214987,133648,37649,2026-01-13,TIKIJNEEKA PAK DIKIN +62 813-8606-9716  | SR 40.000 KM  | ( Last servis km 29.119 tgl 19/08/25 )  |   | - mohon dibuatkan estiasi  |   | servis di percepat agar tdk terlewat
250121901412,250122901440,2025-12-16,MK2NCLTARMJ002336,*INTERNAL,,689416,0,105243,2025-12-18,Stock For Rent - Gt accu soak
250421901953,250422900860,2025-12-16,MHKV3BA3JPK063950,*INTERNAL,,463504,0,57275,2025-12-17,                               - General cek up (selesai claim asuransi)  | - Pasang cover jok frt rh/lh+tengah rh/lh  | - Cek remot tidak fungsi  | - Cek AC  | - Cek engine  | - Cek elektrikal
250421901956,250422900861,2025-12-16,MHFGW8EM2H1014662,*INTERNAL,,1486487,0,152948,2025-12-17,                - Cek mobil tidak kuat stater  | - Cek elektrikal  | 
250421901955,,2025-12-16,MHKAA1BYXRK061440,AUT2MLGSTY,,0,0,51385,,                pak firdaus: 081328305027  | last km: 40.837 tgl: 06-10-2025
250421901957,,2025-12-16,MHKV3BA3JMK058272,ADHSKDRSKH,,0,0,175800,,                pak yudha: 081233299046       CAPEM MADIUN  | - Ganti oli mesin+filter oli (last km: 159.598 tgl: 24-07-2025)
250121004362,250122004273,2025-12-17,MHKB3BA1JPK092051,BSBSJKTPKT,TIKIJNEEKA,527027,57973,58461,2026-01-13,TIKIJNEEKA DIKIN  +62 813-8606-9716  | GANTI BAN LUAR 1 PCS  | - GT RADIAL 165 R13 MAXMILLER PRO  | - POSISI BAN SEREP SDH TIPIS  |   | - Posisi di Bekasi
250121004382,250122004279,2025-12-17,MHKB3BA1JPK092708,ASPMBKSBCS,TIKIJNEEKA,635603,69917,70683,2026-01-13,"TIKIJNEEKA DIKIN +62 813-8606-9716  | SR 70.000 KM  | ( Last sr km 59.089 tgl 25/06/25 )  |   | - Mohon dibuatkan estimasi, tidak menggunakan chamber clean,  | additif, brake cleaner,engine flush, chemical  | "
250121004383,250122004278,2025-12-17,MHKB3BA1JPK092689,ASPMBKSBCS,TIKIJNEEKA,720015,79202,67924,2026-01-13,"TIKIJNEEKA DIKIN +62 813-8606-9716  | SR 60.000 KM  | ( Last servis km 54 460 tgl 21/07/25 )  |   | - Mohon dibuatkan estimasi, tidak menggunakan chamber clean, additif, brake cleaner,engine flush, chemical"
250421901958,,2025-12-17,MHFJB8EM0S1167467,AUT2JBGSKH,,0,0,11154,,                pak arif: 0822 4418 0108  | - Cek kemudi lari ke kiri
250421901959,,2025-12-17,MHKV3BA3JRK065958,ADHSMLGAYN,,0,0,61083,,                pak juhari: 0812 3488 8827  | last km: 50.774 tgl; 16-09-2025  | - Cek kemudi berat  | 
250421901961,,2025-12-17,MHKV3BA3JLK056542,ADHSKDRSKH,,0,0,251902,,                pak ali: 0822 4425 9548             CAPEM MADIUN  | - Ganti oli mesin+filter oli(last km: 246.696 tgl: 22-09-2025)  | - Cek rem bunyi
250421901963,,2025-12-17,MHKB3BA1JRK100926,ADHSSUBSDR,,0,0,32550,,"                pak juan: 0856 4858 9331  | last km: 20.939 tgl: 03-09-2025  | Note: mohon di buatkan estimasi terlebih dahulu,tidak ada penambahan additive   | seperti brake cleaner,engine flush dll  | terima kasih.  | "
250621900260,,2025-12-17,MHFABAAA2R0026676,AUT2BPNSDR,,0,0,10262,, ARI KRISTANTO  | ( LAST SERVICE : 20.000K : 4.206/DD: 12/06/2025)
250421901960,,2025-12-17,MHKV3BA3JRK065958,BPRMMLGSPS,,0,0,61084,,"                pak juhari: 0812 3488 8827  | - Ganti ban luar 1pcs belakang RH  | 165R13 GT maxmiler pro  | kondisi ban tipis  | harga Rp: 591.500,-"
250421901962,260422900002,2025-12-17,JTNGF3DH4J8015968,*INTERNAL,,3225235,0,108612,2025-12-24,                               - General cek up (moving in Denpasar)  | - Cek seal crankshaft bocor (catatan dari Denpasar)  | - Stampel ban all  | - Boot Drive Shaft Frt Lh bagian dalam sobek  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Cek kebocoran oli di transmisi  | - Cek rem all  | - Cek pengisian air a
250521000269,250522000226,2025-12-18,MHKAB1BY5PK050680,AUT2MESAMP,KIMIAFARMA,14811,1629,36798,2026-01-07,KIMIAFARMA HENDRO +62 813 2430 1218 BERKALA 50.000 KM ( LAST SR KM 29.545 TGL 20/05/25 ) - CEK REMOTE PINTU TIDAK BERFUNGSI
250421901967,,2025-12-18,MHKV3BA3JRK066872,ASCOJMBHYW,,0,0,39981,,                pak ikbal: 0896 7773 5562 last km: 31.002 tgl: 16-09-2025 - pintu kanan tidak bisa di buka pakai kunci
250421901969,,2025-12-18,MHKV3BA3JMK058081,ADHSGRSRYV,,0,0,169688,,                pak diki: 0813 5866 9443  | - Ganti oli mesin+filter oli  | - Ganti remote alarm (rusak)
250621900261,,2025-12-18,MR0DB8CD5S0135150,AUT2BPNSDR,,0,0,20130,, A'ANG ( 0812 1134 8881 )  | ( LAST SERVICE : 10.000KM : 10.244 /DD: 11/11/2025)  | KELUHAN : GANTI FILTER AC 
250421901964,,2025-12-18,MHKV3BA3JNK061373,ADHSSUBSDR,,0,0,107171,,                pak yoyon: 0812 4041 1339  | - Ganti oli mesiN+filter oli (last km: 97.152 tgl: 22-07-2025)  | - Ganti oli transmisi +oli gardan ( last km: 42.075 tgl: 14-10-2023)  | - Cek filter AC ( last km : 86.314 tgl: 13-03-2025)
250421901965,,2025-12-18,MHFAA8GS1P0902811,AUT2SUBBSR,,0,0,53887,,                pak reza: 0822 3134 3302  | last km: 41.915 tgl: 02-07-2025
250421901966,260422900003,2025-12-18,MKHM5EA3JLK167709,*INTERNAL,,1308199,0,70093,2025-12-19,                               - Cek kopling tinggi (ganti kopling set)  | - Stampel ban all  | - Cek elekrikal  | - Cek sapuan wiper kurang bersih  | 
250421901968,260422900004,2025-12-18,MHKV3BA3JLK056706,*INTERNAL,,872074,0,170800,2025-12-19,                - Cek kopling tinggi+bunyi (ganti kopling set)  | 
250421901970,260422900005,2025-12-18,MHKV3BA3JNK062141,*INTERNAL,,298083,0,88874,2025-12-19,                - Ganti oli mesin+filter oli  | - General cek up (selesai replace)  | - Cek handle kaca fr rh berat  | - Cek kap mesin susah dibuka  | - Cek AC  | - Cek engine  | - Cek elektrikal
250421901971,,2025-12-18,MHKAA1BY6PK026911,AUT2TLGPLR,,0,0,83865,,                pak ady: 0822 3363 7130  | last km: 72.865 tgl; 25-07-2025
250421901972,,2025-12-18,MHKA6GK6JNJ612852,AUT2SUBJMB,,0,0,117690,,                pak budi: 081334566474  | - Ganti oli mesin+filter oli  | (last km: 106.100  tgl: 13-08-2025)
250421901973,260422900006,2025-12-19,MHKV3BA3JLK057207,*INTERNAL,,2,0,124866,2025-12-20,                - General cek up (selesai RBO)  | - Cek elektrikal  | - Cek AC
250421901974,260422900007,2025-12-19,MHKAA1BY5RK059742,*INTERNAL,,2,0,32495,2025-12-20,                - General cek up (selesai claim asuransi)  | - Cek elektrikal  | - Cek AC  | 
250421901975,260422900008,2025-12-19,MHKB3BA1JPK096092,*INTERNAL,,1,0,31789,2025-12-20,                - General cek up (selesai dari ATPM)  | - Cek elektrikal
250421901976,,2025-12-19,MHKAB1BY7RK099141,AUT2SUBBSR,,0,0,30738,,                bu ana: 082140132159  | last km: 20.120 tgl; 15-07-2025
250421901977,260422900009,2025-12-20,MMBJNKL30KH037620,*INTERNAL,,697418,0,53940,2025-12-24,                               - General cek up  | - Cek engine  | - Cek understel  | - Cek rem all  | - Turunkan tangki BBM  | - Cuci+salon interior+exterior  | 
250421901978,,2025-12-20,MHCNMR81LPJ119339,BNPPSUBSKN,,0,0,192103,,                pak calvin: 0851 5645 8740  | - Ganti oli mesin+filter oli (last km : 182.293 tgl: 02-12-2025)  | - Ganti fuel filter all  | - grease up
250421901979,260422900010,2025-12-20,MHFAAAAAXP0020611,*INTERNAL,,1003,0,39153,2025-12-20,                               - General cek up (selesai claim asuransi)  | - Cek AC  | - Cek engine  | - Cek elektrikal  | - Stampel ban
250421901980,,2025-12-21,MHFAAAAA4R0027671,*OTHERS,,0,0,64423,,                pak rafi: 082132662605  | - Cek accu tidak  kuat start
250621900252,260622900001,2025-12-22,MHKV3BA3JRK066388,*INTERNAL,,1,0,27276,2025-12-23, PERBAIKAN STOPPER ( BENGKOK) 
250421901981,,2025-12-22,MHKV3BA3JMK058687,ADHSKDRSKH,,0,0,127986,,                pak gilang: 0822 3456 5412  | - ganti oli mesin+filter oli(last km : 111.687  tgl: 09-07-2025)  | - Cek Speaker pintu kiri mati  | - Ban depan timbul suara seperti ada benjolan  | - Roda depan glodak glodak di jalan tidak rata/rel kereta  | - AC bunyi nging nging
250421901982,260422900011,2025-12-22,MHKV3BA3JMK058635,*INTERNAL,,506935,0,139122,2025-12-30,                               - Ganti oli mesin+filter oli  | - Ganti oli gardan+transmisi  | - Cek AC tidak dingin (panas)  | - Cek handle kaca frt berat  | - Cek rem all  | - Cek elektrikal
250421901983,260422900012,2025-12-22,MHFJW8EM9L2380109,*INTERNAL,,451222,0,86672,2025-12-22,                - Ganti oli mesin+filter oli  | - General cek up (selesai replace)  | - Cek rem dalam  | - Cek AC  | - Cek engine  | - Cek elektrikal
250421901984,,2025-12-22,MHKV3BA3JMK058635,BDPSSUBDMK,,0,0,139123,,"                pak purwanto: 0815 5074 222  | - ganti ban luar 1pcs cadangan  | 165R13 GT maxmiler pro  | kondisi ban sobek  | harga Rp: 585.000,-"
250421901985,,2025-12-22,MHKV3BA3JMK058685,ADHSMLGAYN,,0,0,126701,,                pak bazari: 081332621961  | - ganti oli mesin+filter oli (last km: 116.038 tgl: 11-09-2025)
250421901986,,2025-12-22,MHKV3BA3JMK058685,BPRMMLGSPS,,0,0,126702,,"                pak bazari: 081332621961  | - Ganti ban luar 1pcs belakang RH  | 165R13 GT Maxmiler pro  | kondisi ban tidak bisa di tambal  | harga Rp: 591.500,-  | "
250421901987,260422900013,2025-12-22,MHFJW8EM7M2386363,*INTERNAL,,1,0,99411,2025-12-22,                Unit Storing  | - Pasang nopol baru  | 
250421901988,,2025-12-23,MHKAA1BY3RK048058,AUT2MUNHOS,,0,0,69219,,                pak agung: 0813 2880 3770  | last km: 59.444 tgl: 14-08-2025  | - Cek understell  | - Cek pintu tengah RH kurang rapat saat di tutup
250421901989,,2025-12-23,MHKAB1BY4SK115768,AUT2SUBJSR,,0,0,18099,,                pak pramono: 0822 2963 5868  | last km: 9.002 tgl: 16-09-2025
250421901990,,2025-12-23,MHKV3BA3JMK058880,BPRMSUBJSR,,0,0,125990,,"                               pak bobby: 0877 0112 1888  | - Ganti ban luar 1pcs belakang RH  | kondisi ban tipis terlihat benang  | 165R13 GT maxmiler pro  | harga Rp: 591.500,-"
250421901991,260422900014,2025-12-23,MHKV3BA3JLK057999,*INTERNAL,,256490,0,97633,2025-12-24,                               - Ganti oli mesin+filter oli  | - General cek up (selesai RBO)  | - Cek pintu tengah bunyi  | - Cek AC  | - Cek engine  | - Cek elektrikal
250421901992,260422900015,2025-12-23,MK2NCLTATSJ006586,*INTERNAL,,2,0,40,2025-12-24,                - General cek up  | - Stampel ban all
250421901993,260422900016,2025-12-24,MHKV3BA3JNK061333,*INTERNAL,,594595,0,46656,2025-12-24,                - Cek mobil tidak kuat stater  | 
250421901994,260422900017,2025-12-24,MHKV3BA3JLK056736,*INTERNAL,,15897,0,175780,2025-12-24,                - General cek up (selesai RBO)  | - Cek remot mati  | - Cek AC  | -  Cek engine  | - Cek elektrikal
250421901995,,2025-12-24,MK2NCLTATRJ006307,SSPMSDJRYJ,,0,0,42696,,                pak rivky: 0852 7371 1775  | last km: 30.553 tgl: 22-09-2025
250421901996,260422900018,2025-12-24,MHYANC32SPJ101763,*INTERNAL,,2,0,29848,2025-12-24,                Unit Storing  | - General cek up  | - Cek AC  | - Cek elektrikal
250421901997,,2025-12-26,MHKAA1BY4PK026986,AUT2MLGSTY,,0,0,76423,,                pak yofi:0821 3249 7640 last km: 65.884 tgl: 23-10-2025 - Cek rem kurang pakem
250421901998,,2025-12-26,MHKV3BA3JRK065549,ADHSSUBSDR,,0,0,60000,,"                pak adit: 0813 5790 7741  | last km: 50.166 tgl: 16-09-2025  | Note: Mohon di buatkan estimasi jika ada pergantian part di luar ganti oli,tidak  |  ada penambahan additive DCS,seperti Engine conditioner/Engine flush & brake  | cleaner  | "
250421901999,260422900019,2025-12-26,MHKV5EB1JMK006215,*INTERNAL,,224406,0,91768,2025-12-29,                - General cek up (selesai RBO)  | - Cek AC tidak dingin  | - Cek engine  | - Cek elekrikal
250421902000,260422900020,2025-12-26,MHKM5EA3JLK168770,*INTERNAL,,383035,0,196326,2025-12-26,                - Pasang bearing roda frt rh  | - Pasang fan belt
250421902001,,2025-12-26,MHKAA1BY4RK047128,AUT2JBGSKH,,0,0,67708,,                pak yasfi: 0856 4507 1989  | last km: 57.414 tgl: 21-10-2025
250421902002,,2025-12-27,MHCNMR81LPJ118813,BNPPSUBSKN,,0,0,206221,,                pak calvin: 0851 5645 8740  | - Ganti oli mesin+filter oli ( last km: 195.455 tgl: 05-12-2025)  | - grease up  | - Ganti fuel filter all  | Note: mohon di buatkan estimasi terlebih dahulu
250421902003,,2025-12-27,MHCNMR81LPJ119302,BNPPSUBSKN,,0,0,192736,,                pak calvin: 0851 5645 8740  | - Ganti oli mesin+filter oli (last km: 182.030 tgl; 11-12-2025)  | - ganti fuel filter all  | - grease up  | Note: mohon di buatkan estimasi terlebih dahulu  | 
250421902004,,2025-12-27,MHKB3BA1JRK101818,ADHSSUBSDR,,0,0,30489,,                denny: 0813 3197 0321  | last km: 22.075 tgl; 04-11-2025
250421902005,260422900021,2025-12-27,MHKB3BA1JRK099641,*INTERNAL,,1,0,33937,2025-12-27,                - Cek kondensor AC (selesai claim asuransi)  | 
250421902006,,2025-12-27,MHKAA1BYXPK026975,BMSPKDRMBM,,0,0,80908,,"                pak chonk: 085230534725  | - Ganti ban luar 2pcs belakang RH+LH  | 185/65R15 GT champiro ecotec  | kondisi ban aus & sobek samping  | harga Rp: 640.000,- X2  | "
250421902007,,2025-12-27,MHKAA1BYXPK026975,AUT2JBGSKH,,0,0,80909,,                pak chonk: 085230534725  | last km: 71.675 tgl: 23-09-2025
250421902008,260422900022,2025-12-27,MHKB3BA1JCK012870,*INTERNAL,,2,0,107162,2025-12-27,                - Lepas sticker  | 
250421902009,260422900023,2025-12-27,MHKV3BA3JMK058563,*INTERNAL,,784829,0,148479,2025-12-27,                - Ganti oli mesin+filter oli - Pasang joint ster - Cek elektrikal
250421902010,260422900024,2025-12-27,MHKM5EB3JLK028806,*INTERNAL,,288065,0,178361,2025-12-27,                Unit Storing  | - Ganti oli mesin+filte oli  | - Bersihkan filter2  | - Cek elektrikal   | - Cek rem  | - Cek understel
250421902011,260422900025,2025-12-27,MHKV3BA3JRK065779,*INTERNAL,,594595,0,33451,2025-12-29,                Unit Storing  | - Cek mobil mogok tidak kuat stater  | - Cek elektrikal  | 
250421902018,260422900026,2025-12-27,MHKV3BA3JSK068977,*INTERNAL,,96039,0,1117,2025-12-29,                - Pasang perlengkapan aksesoris  | 
250621900262,,2025-12-29,MHKV3BA3JNK061937,*OTHERS,,0,0,46285,, YONGKY ( 0822 5378 1147 )   |  KELUHAN : UNIT TIDAK KUAT STATER ( BATERY SUDAH SOAK ) 
250421902012,,2025-12-29,MHKS6GJ3JSJ052925,ADHSSUBSDR,,0,0,10960,,                ayub:  0819 3821 5446
250421902013,,2025-12-29,MHKAB1BY6RK100487,AUT2PSRAYN,,0,0,40111,,                pak iril: 0856 4964 9015  | last km: 30.154 tgl: 22-08-2025
250421902014,,2025-12-29,MHKV3BA3JRK066194,ADHSKDRSKH,,0,0,57179,,                pak guritno: 0822 4446 3048  | last km: 44.835 tgl; 27-08-2025     CAPEM PACITAN  | Note: mohon di buatkan estimasi terlebih dahulu
